DayOrder,DayOfWeekStr,starttime,endtime,permit,PermitLocation,locationid,scheduleid,start24,end24,CNN,Addr_Date_Create,Addr_Date_Modified,block,lot,ColdTruck,Applicant,X,Y,Latitude,Longitude,Location
1,Monday,11AM,12PM,18MFF-0052,300 FRANKLIN ST,1183697,,11:00,12:00,5802000,04/21/2011 11:08:36 AM,04/21/2011 11:08:57 AM,810,1,Y,Paradise Catering,6006434.736,2111126.169,37.7771138,-122.421265,"(37.7771138045378, -122.421264992512)"
1,Monday,12PM,1PM,18MFF-0053,701 16TH ST,1183756,,12:00,13:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,1,Y,Mini Mobile Food Catering,6014603.261,2107142.358,37.76663228,-122.3927285,"(37.7666322775493, -122.392728509584)"
1,Monday,9AM,10AM,18MFF-0052,1069 FOLSOM ST,1183684,,9:00,10:00,5671000,04/20/2011 02:10:27 PM,04/20/2011 02:10:47 PM,3754,40,Y,Paradise Catering,6010514.32,2111079.933,37.777216,-122.4071491,"(37.7772160007078, -122.407149100168)"
1,Monday,9AM,10AM,18MFF-0053,355 FREMONT ST,1183754,,9:00,10:00,6710000,05/09/2011 12:45:02 PM,05/09/2011 12:45:24 PM,3747,320,Y,Mini Mobile Food Catering,6014763.571,2114688.288,37.78736061,-122.392702,"(37.7873606094505, -122.392701953926)"
2,Tuesday,8AM,9AM,18MFF-0052,786 MINNA ST,1183675,,8:00,9:00,9049000,04/20/2011 01:52:36 PM,04/20/2011 01:52:55 PM,3728,105,Y,Paradise Catering,6008526.94,2110684.029,37.77601752,-122.4139961,"(37.7760175225808, -122.413996090945)"
5,Friday,10AM,11AM,18MFF-0052,1252 HOWARD ST,1183693,,10:00,11:00,7051000,04/20/2011 03:22:33 PM,04/20/2011 03:22:55 PM,3728,18,Y,Paradise Catering,6008962.802,2110526.724,37.77561007,-122.4124772,"(37.7756100711827, -122.412477202299)"
3,Wednesday,6AM,8AM,18MFF-0053,Assessors Block 4341/Lot001,1183748,,6:00,8:00,7740000,05/09/2011 12:18:00 PM,05/09/2011 12:18:45 PM,4341,1,Y,Mini Mobile Food Catering,6011939.508,2100756.7,37.74895036,-122.4014932,"(37.7489503634271, -122.401493189708)"
5,Friday,10AM,11AM,18MFF-0052,1119 MISSION ST,1183688,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.405,2111691.886,37.77882939,-122.4113225,"(37.7788293916024, -122.411322490801)"
5,Friday,10AM,11AM,18MFF-0052,301 VAN NESS AVE,1183691,,10:00,11:00,5805000,04/20/2011 02:25:38 PM,04/20/2011 02:25:59 PM,0786A,1,Y,Paradise Catering,6006813.797,2111531.592,37.77824836,-122.4199825,"(37.778248359573, -122.419982476964)"
3,Wednesday,9AM,10AM,18MFF-0053,420 BERRY ST,1183751,,9:00,10:00,2956003,05/09/2011 12:29:21 PM,05/09/2011 12:29:34 PM,8703,6,Y,Mini Mobile Food Catering,6013029.311,2109109.691,37.77194659,-122.3983106,"(37.7719465886426, -122.398310611973)"
3,Wednesday,10AM,11AM,18MFF-0052,555 09TH ST,1183698,,10:00,11:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,3,Y,Paradise Catering,6010322.735,2108692.217,37.77064916,-122.4076435,"(37.770649163846, -122.407643463213)"
1,Monday,10AM,11AM,18MFF-0052,1131 MISSION ST,1183689,,10:00,11:00,9101000,04/20/2011 02:18:13 PM,04/20/2011 02:18:35 PM,3727,94,Y,Paradise Catering,6009243.669,2111618.585,37.77862382,-122.4115828,"(37.7786238215414, -122.411582772639)"
1,Monday,9AM,10AM,18MFF-0053,355 11TH ST,1183752,,9:00,10:00,515000,05/09/2011 12:30:50 PM,05/09/2011 12:31:02 PM,3520,27,Y,Mini Mobile Food Catering,6008741.517,2108934.704,37.77122634,-122.4131301,"(37.7712263375524, -122.413130084838)"
4,Thursday,8AM,9AM,18MFF-0052,1455 03RD ST,1183674,,8:00,9:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,12,Y,Paradise Catering,6015621.187,2108400.945,37.77014457,-122.3892955,"(37.7701445652798, -122.389295542525)"
1,Monday,12PM,1PM,18MFF-0052,370 07TH ST,1183699,,12:00,13:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.193,2110542.506,37.77574723,-122.4066862,"(37.7757472276845, -122.406686157347)"
5,Friday,9AM,10AM,18MFF-0052,1023 MISSION ST,1183678,,9:00,10:00,9100000,04/20/2011 01:59:13 PM,04/20/2011 02:00:07 PM,3726,110,Y,Paradise Catering,6009947.073,2112290.496,37.78050816,-122.4091968,"(37.7805081617035, -122.409196841347)"
2,Tuesday,9AM,10AM,18MFF-0052,938 HARRISON ST,1183680,,9:00,10:00,6721000,04/20/2011 02:03:19 PM,04/20/2011 02:03:43 PM,3753,46,Y,Paradise Catering,6011796.335,2111484.707,37.77839908,-122.4027426,"(37.7783990805596, -122.402742649533)"
4,Thursday,11AM,12PM,18MFF-0053,350 FREMONT ST,1183753,,11:00,12:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
1,Monday,12PM,1PM,18MFF-0053,355 BERRY ST,1183755,,12:00,13:00,2955000,05/09/2011 12:47:25 PM,05/09/2011 12:47:49 PM,8707,3,Y,Mini Mobile Food Catering,6013489.204,2109494.252,37.77302811,-122.3967468,"(37.7730281135037, -122.3967467627)"
4,Thursday,9AM,10AM,18MFF-0053,355 11TH ST,1183752,,9:00,10:00,515000,05/09/2011 12:30:50 PM,05/09/2011 12:31:02 PM,3520,27,Y,Mini Mobile Food Catering,6008741.517,2108934.704,37.77122634,-122.4131301,"(37.7712263375524, -122.413130084838)"
2,Tuesday,10AM,11AM,18MFF-0052,65 GRACE ST,1183690,,10:00,11:00,6354000,04/20/2011 02:20:31 PM,04/20/2011 02:20:51 PM,3509,29,Y,Paradise Catering,6008388.999,2110263.309,37.77485458,-122.4144435,"(37.7748545759891, -122.41444348797)"
5,Friday,12PM,1PM,18MFF-0053,701 16TH ST,1183756,,12:00,13:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,1,Y,Mini Mobile Food Catering,6014603.261,2107142.358,37.76663228,-122.3927285,"(37.7666322775493, -122.392728509584)"
5,Friday,10AM,11AM,18MFF-0052,1131 MISSION ST,1183689,,10:00,11:00,9101000,04/20/2011 02:18:13 PM,04/20/2011 02:18:35 PM,3727,94,Y,Paradise Catering,6009243.669,2111618.585,37.77862382,-122.4115828,"(37.7786238215414, -122.411582772639)"
3,Wednesday,11AM,12PM,18MFF-0053,350 FREMONT ST,1183753,,11:00,12:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
4,Thursday,12AM,1AM,18MFF-0052,855 GEARY ST,1183672,,0:00,1:00,6116000,04/19/2011 02:27:49 PM,04/19/2011 02:27:59 PM,320,19,Y,Paradise Catering,6007637.303,2114389.321,37.78614136,-122.4173362,"(37.7861413553439, -122.417336227846)"
1,Monday,9AM,10AM,18MFF-0053,147 FREMONT ST,1183762,,9:00,10:00,5861002,11/21/2011 02:49:41 PM,11/21/2011 02:49:55 PM,3719,3,Y,Mini Mobile Food Catering,6013860.381,2115632.861,37.78990398,-122.395893,"(37.789903983243, -122.395893039607)"
2,Tuesday,10AM,11AM,18MFF-0053,701 16TH ST,1183756,,10:00,11:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,1,Y,Mini Mobile Food Catering,6014603.261,2107142.358,37.76663228,-122.3927285,"(37.7666322775493, -122.392728509584)"
5,Friday,9AM,10AM,18MFF-0052,938 HARRISON ST,1183680,,9:00,10:00,6721000,04/20/2011 02:03:19 PM,04/20/2011 02:03:43 PM,3753,46,Y,Paradise Catering,6011796.335,2111484.707,37.77839908,-122.4027426,"(37.7783990805596, -122.402742649533)"
4,Thursday,9AM,10AM,18MFF-0052,732 BRANNAN ST,1183686,,9:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,18,Y,Paradise Catering,6011980.058,2109909.488,37.77408415,-122.4019963,"(37.7740841468806, -122.401996311393)"
5,Friday,11AM,12PM,18MFF-0053,355 FREMONT ST,1183754,,11:00,12:00,6710000,05/09/2011 12:45:02 PM,05/09/2011 12:45:24 PM,3747,320,Y,Mini Mobile Food Catering,6014763.571,2114688.288,37.78736061,-122.392702,"(37.7873606094505, -122.392701953926)"
3,Wednesday,12PM,1PM,18MFF-0053,701 16TH ST,1183756,,12:00,13:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,1,Y,Mini Mobile Food Catering,6014603.261,2107142.358,37.76663228,-122.3927285,"(37.7666322775493, -122.392728509584)"
1,Monday,9AM,10AM,18MFF-0052,575 HARRISON ST,1183679,,9:00,10:00,6713000,04/20/2011 02:01:33 PM,04/20/2011 02:01:54 PM,3764,198,Y,Paradise Catering,6014200.974,2113727.489,37.78469122,-122.3945811,"(37.7846912153683, -122.39458113071)"
5,Friday,8AM,9AM,18MFF-0052,786 MINNA ST,1183675,,8:00,9:00,9049000,04/20/2011 01:52:36 PM,04/20/2011 01:52:55 PM,3728,105,Y,Paradise Catering,6008526.94,2110684.029,37.77601752,-122.4139961,"(37.7760175225808, -122.413996090945)"
3,Wednesday,9AM,10AM,18MFF-0053,355 FREMONT ST,1183754,,9:00,10:00,6710000,05/09/2011 12:45:02 PM,05/09/2011 12:45:24 PM,3747,320,Y,Mini Mobile Food Catering,6014763.571,2114688.288,37.78736061,-122.392702,"(37.7873606094505, -122.392701953926)"
4,Thursday,10AM,11AM,18MFF-0052,301 VAN NESS AVE,1183691,,10:00,11:00,5805000,04/20/2011 02:25:38 PM,04/20/2011 02:25:59 PM,0786A,1,Y,Paradise Catering,6006813.797,2111531.592,37.77824836,-122.4199825,"(37.778248359573, -122.419982476964)"
3,Wednesday,10AM,11AM,18MFF-0052,1119 MISSION ST,1183688,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.405,2111691.886,37.77882939,-122.4113225,"(37.7788293916024, -122.411322490801)"
3,Wednesday,9AM,10AM,18MFF-0052,15 HARRIET ST,1183677,,9:00,10:00,6699000,04/20/2011 01:57:12 PM,04/20/2011 01:57:26 PM,3731,116,Y,Paradise Catering,6010459.447,2111786.868,37.77915401,-122.4073888,"(37.7791540073047, -122.407388775094)"
2,Tuesday,9AM,10AM,18MFF-0052,732 BRANNAN ST,1183686,,9:00,10:00,3083000,04/20/2011 02:12:26 PM,04/20/2011 02:12:46 PM,3779,18,Y,Paradise Catering,6011980.058,2109909.488,37.77408415,-122.4019963,"(37.7740841468806, -122.401996311393)"
2,Tuesday,10AM,11AM,18MFF-0052,1252 HOWARD ST,1183693,,10:00,11:00,7051000,04/20/2011 03:22:33 PM,04/20/2011 03:22:55 PM,3728,18,Y,Paradise Catering,6008962.802,2110526.724,37.77561007,-122.4124772,"(37.7756100711827, -122.412477202299)"
1,Monday,11AM,12PM,18MFF-0053,350 FREMONT ST,1183753,,11:00,12:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
5,Friday,10AM,11AM,18MFF-0052,1398 FOLSOM ST,1183695,,10:00,11:00,5680000,04/20/2011 03:24:52 PM,04/20/2011 03:25:13 PM,3518,15,Y,Paradise Catering,6008833.2,2109529.731,37.77286529,-122.412855,"(37.7728652875803, -122.41285502527)"
3,Wednesday,12PM,1PM,18MFF-0053,355 BERRY ST,1183755,,12:00,13:00,2955000,05/09/2011 12:47:25 PM,05/09/2011 12:47:49 PM,8707,3,Y,Mini Mobile Food Catering,6013489.204,2109494.252,37.77302811,-122.3967468,"(37.7730281135037, -122.3967467627)"
3,Wednesday,10AM,11AM,18MFF-0052,1252 HOWARD ST,1183693,,10:00,11:00,7051000,04/20/2011 03:22:33 PM,04/20/2011 03:22:55 PM,3728,18,Y,Paradise Catering,6008962.802,2110526.724,37.77561007,-122.4124772,"(37.7756100711827, -122.412477202299)"
4,Thursday,10AM,11AM,18MFF-0052,1131 MISSION ST,1183689,,10:00,11:00,9101000,04/20/2011 02:18:13 PM,04/20/2011 02:18:35 PM,3727,94,Y,Paradise Catering,6009243.669,2111618.585,37.77862382,-122.4115828,"(37.7786238215414, -122.411582772639)"
1,Monday,8AM,9AM,18MFF-0052,786 MINNA ST,1183675,,8:00,9:00,9049000,04/20/2011 01:52:36 PM,04/20/2011 01:52:55 PM,3728,105,Y,Paradise Catering,6008526.94,2110684.029,37.77601752,-122.4139961,"(37.7760175225808, -122.413996090945)"
5,Friday,9AM,10AM,18MFF-0052,25 RUSS ST,1183682,,9:00,10:00,11184000,04/20/2011 02:08:34 PM,04/20/2011 02:08:55 PM,3726,67,Y,Paradise Catering,6010013.328,2111912.03,37.77947269,-122.4089409,"(37.7794726933126, -122.40894092247)"
5,Friday,10AM,11AM,18MFF-0053,355 BERRY ST,1183755,,10:00,11:00,2955000,05/09/2011 12:47:25 PM,05/09/2011 12:47:49 PM,8707,3,Y,Mini Mobile Food Catering,6013489.204,2109494.252,37.77302811,-122.3967468,"(37.7730281135037, -122.3967467627)"
4,Thursday,10AM,11AM,18MFF-0053,401 HARRISON ST,1183757,,10:00,11:00,6711000,05/09/2011 12:49:29 PM,10/24/2011 04:36:12 PM,3765,1,Y,Mini Mobile Food Catering,6014952.697,2114445.91,37.7867056,-122.3920307,"(37.786705596962, -122.392030655401)"
5,Friday,10AM,11AM,18MFF-0052,555 09TH ST,1183698,,10:00,11:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,3,Y,Paradise Catering,6010322.735,2108692.217,37.77064916,-122.4076435,"(37.770649163846, -122.407643463213)"
2,Tuesday,9AM,10AM,18MFF-0052,370 07TH ST,1183699,,9:00,10:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.193,2110542.506,37.77574723,-122.4066862,"(37.7757472276845, -122.406686157347)"
5,Friday,9AM,10AM,18MFF-0053,350 FREMONT ST,1183753,,9:00,10:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
3,Wednesday,8AM,9AM,18MFF-0052,965 FOLSOM ST,1183676,,8:00,9:00,5666000,04/20/2011 01:55:34 PM,04/20/2011 01:55:51 PM,3753,225,Y,Paradise Catering,6011205.901,2111740.711,37.77906902,-122.4048032,"(37.7790690217468, -122.404803220576)"
4,Thursday,8AM,9AM,18MFF-0052,965 FOLSOM ST,1183676,,8:00,9:00,5666000,04/20/2011 01:55:34 PM,04/20/2011 01:55:51 PM,3753,225,Y,Paradise Catering,6011205.901,2111740.711,37.77906902,-122.4048032,"(37.7790690217468, -122.404803220576)"
3,Wednesday,6AM,8AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,6:00,8:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
2,Tuesday,5AM,6AM,18MFF-0052,634 CLAY ST,1183673,,5:00,6:00,4086000,04/19/2011 02:37:51 PM,04/19/2011 02:38:04 PM,208,8,Y,Paradise Catering,6011628.32,2117404.676,37.79464454,-122.4037405,"(37.7946445353939, -122.403740536533)"
3,Wednesday,12AM,1AM,18MFF-0052,855 GEARY ST,1183672,,0:00,1:00,6116000,04/19/2011 02:27:49 PM,04/19/2011 02:27:59 PM,320,19,Y,Paradise Catering,6007637.303,2114389.321,37.78614136,-122.4173362,"(37.7861413553439, -122.417336227846)"
1,Monday,8AM,9AM,18MFF-0053,1690 FOLSOM ST,1183750,,8:00,9:00,5685000,05/09/2011 12:28:33 PM,05/09/2011 12:28:48 PM,3515,40,Y,Mini Mobile Food Catering,6008018.569,2108411.313,37.76974862,-122.4155937,"(37.7697486159216, -122.415593736173)"
5,Friday,6AM,8AM,18MFF-0053,Assessors Block 4341/Lot001,1183748,,6:00,8:00,7740000,05/09/2011 12:18:00 PM,05/09/2011 12:18:45 PM,4341,1,Y,Mini Mobile Food Catering,6011939.508,2100756.7,37.74895036,-122.4014932,"(37.7489503634271, -122.401493189708)"
1,Monday,8AM,9AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,8:00,9:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
5,Friday,6AM,8AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,6:00,8:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
3,Wednesday,10AM,1PM,18MFF-0053,491 BAY SHORE BLVD,1183760,,10:00,13:00,8485000,05/09/2011 01:09:55 PM,05/09/2011 01:10:12 PM,5598,8,Y,Mini Mobile Food Catering,6010304.317,2097376.171,37.73957679,-122.4069095,"(37.7395767907782, -122.406909482372)"
4,Thursday,10AM,11AM,18MFF-0053,701 16TH ST,1183756,,10:00,11:00,699001,05/09/2011 12:48:34 PM,05/09/2011 12:48:55 PM,8723,1,Y,Mini Mobile Food Catering,6014603.261,2107142.358,37.76663228,-122.3927285,"(37.7666322775493, -122.392728509584)"
1,Monday,9AM,10AM,18MFF-0053,350 FREMONT ST,1183753,,9:00,10:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
1,Monday,11AM,12PM,18MFF-0052,57 COLUMBIA SQUARE ST,1183681,,11:00,12:00,4285000,04/20/2011 02:07:34 PM,04/20/2011 02:07:56 PM,3754,49,Y,Paradise Catering,6010986.733,2111062.277,37.77719395,-122.4055136,"(37.777193948558, -122.405513618249)"
4,Thursday,6AM,8AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,6:00,8:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
2,Tuesday,9AM,10AM,18MFF-0052,621 MINNA ST,1183683,,9:00,10:00,9047000,04/20/2011 02:09:27 PM,04/20/2011 02:09:44 PM,3727,83,Y,Paradise Catering,6009451.366,2111513.206,37.77834612,-122.4108568,"(37.7783461232634, -122.410856820505)"
5,Friday,12PM,1PM,18MFF-0052,555 09TH ST,1183698,,12:00,13:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,3,Y,Paradise Catering,6010322.735,2108692.217,37.77064916,-122.4076435,"(37.770649163846, -122.407643463213)"
4,Thursday,12PM,1PM,18MFF-0052,555 09TH ST,1183698,,12:00,13:00,459000,04/21/2011 11:10:10 AM,04/21/2011 11:10:34 AM,3781,3,Y,Paradise Catering,6010322.735,2108692.217,37.77064916,-122.4076435,"(37.770649163846, -122.407643463213)"
2,Tuesday,10AM,11AM,18MFF-0053,355 BERRY ST,1183755,,10:00,11:00,2955000,05/09/2011 12:47:25 PM,05/09/2011 12:47:49 PM,8707,3,Y,Mini Mobile Food Catering,6013489.204,2109494.252,37.77302811,-122.3967468,"(37.7730281135037, -122.3967467627)"
3,Wednesday,9AM,10AM,18MFF-0052,1023 MISSION ST,1183678,,9:00,10:00,9100000,04/20/2011 01:59:13 PM,04/20/2011 02:00:07 PM,3726,110,Y,Paradise Catering,6009947.073,2112290.496,37.78050816,-122.4091968,"(37.7805081617035, -122.409196841347)"
4,Thursday,8AM,9AM,18MFF-0053,Assessors Block 4341/Lot001,1183748,,8:00,9:00,7740000,05/09/2011 12:18:00 PM,05/09/2011 12:18:45 PM,4341,1,Y,Mini Mobile Food Catering,6011939.508,2100756.7,37.74895036,-122.4014932,"(37.7489503634271, -122.401493189708)"
4,Thursday,9AM,10AM,18MFF-0053,350 FREMONT ST,1183753,,9:00,10:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
5,Friday,10AM,1PM,18MFF-0053,491 BAY SHORE BLVD,1183760,,10:00,13:00,8485000,05/09/2011 01:09:55 PM,05/09/2011 01:10:12 PM,5598,8,Y,Mini Mobile Food Catering,6010304.317,2097376.171,37.73957679,-122.4069095,"(37.7395767907782, -122.406909482372)"
2,Tuesday,8AM,9AM,18MFF-0053,Assessors Block 4341/Lot001,1183748,,8:00,9:00,7740000,05/09/2011 12:18:00 PM,05/09/2011 12:18:45 PM,4341,1,Y,Mini Mobile Food Catering,6011939.508,2100756.7,37.74895036,-122.4014932,"(37.7489503634271, -122.401493189708)"
4,Thursday,9AM,10AM,18MFF-0053,147 FREMONT ST,1183762,,9:00,10:00,5861002,11/21/2011 02:49:41 PM,11/21/2011 02:49:55 PM,3719,3,Y,Mini Mobile Food Catering,6013860.381,2115632.861,37.78990398,-122.395893,"(37.789903983243, -122.395893039607)"
1,Monday,10AM,11AM,18MFF-0053,350 08TH ST,1183759,,10:00,11:00,414000,05/09/2011 01:07:14 PM,05/09/2011 01:07:28 PM,3756,3,Y,Mini Mobile Food Catering,6009929.217,2109972.659,37.77414292,-122.409095,"(37.7741429232436, -122.409095016264)"
2,Tuesday,6AM,8AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,6:00,8:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
4,Thursday,10AM,11AM,18MFF-0052,1398 FOLSOM ST,1183695,,10:00,11:00,5680000,04/20/2011 03:24:52 PM,04/20/2011 03:25:13 PM,3518,15,Y,Paradise Catering,6008833.2,2109529.731,37.77286529,-122.412855,"(37.7728652875803, -122.41285502527)"
3,Wednesday,9AM,10AM,18MFF-0052,1069 FOLSOM ST,1183684,,9:00,10:00,5671000,04/20/2011 02:10:27 PM,04/20/2011 02:10:47 PM,3754,40,Y,Paradise Catering,6010514.32,2111079.933,37.777216,-122.4071491,"(37.7772160007078, -122.407149100168)"
2,Tuesday,10AM,11AM,18MFF-0052,1119 MISSION ST,1183688,,10:00,11:00,9101000,04/20/2011 02:17:07 PM,04/20/2011 02:17:28 PM,3727,130,Y,Paradise Catering,6009320.405,2111691.886,37.77882939,-122.4113225,"(37.7788293916024, -122.411322490801)"
4,Thursday,9AM,10AM,18MFF-0052,57 COLUMBIA SQUARE ST,1183681,,9:00,10:00,4285000,04/20/2011 02:07:34 PM,04/20/2011 02:07:56 PM,3754,49,Y,Paradise Catering,6010986.733,2111062.277,37.77719395,-122.4055136,"(37.777193948558, -122.405513618249)"
1,Monday,6AM,8AM,18MFF-0053,Assessors Block 3905/Lot011,1183749,,6:00,8:00,2138000,05/09/2011 12:27:42 PM,05/09/2011 12:27:54 PM,3905,11,Y,Mini Mobile Food Catering,6009738.837,2107942.194,37.76855707,-122.4096102,"(37.7685570713121, -122.409610236298)"
3,Wednesday,9AM,10AM,18MFF-0053,350 FREMONT ST,1183753,,9:00,10:00,5864000,05/09/2011 12:39:15 PM,10/24/2011 04:34:54 PM,3748,7,Y,Mini Mobile Food Catering,6014717.891,2114678.182,37.78733032,-122.3928593,"(37.7873303235077, -122.392859291165)"
5,Friday,12AM,1AM,18MFF-0052,855 GEARY ST,1183672,,0:00,1:00,6116000,04/19/2011 02:27:49 PM,04/19/2011 02:27:59 PM,320,19,Y,Paradise Catering,6007637.303,2114389.321,37.78614136,-122.4173362,"(37.7861413553439, -122.417336227846)"
3,Wednesday,9AM,10AM,18MFF-0052,25 RUSS ST,1183682,,9:00,10:00,11184000,04/20/2011 02:08:34 PM,04/20/2011 02:08:55 PM,3726,67,Y,Paradise Catering,6010013.328,2111912.03,37.77947269,-122.4089409,"(37.7794726933126, -122.40894092247)"
5,Friday,10AM,11AM,18MFF-0053,350 08TH ST,1183759,,10:00,11:00,414000,05/09/2011 01:07:14 PM,05/09/2011 01:07:28 PM,3756,3,Y,Mini Mobile Food Catering,6009929.217,2109972.659,37.77414292,-122.409095,"(37.7741429232436, -122.409095016264)"
1,Monday,9AM,10AM,18MFF-0052,15 HARRIET ST,1183677,,9:00,10:00,6699000,04/20/2011 01:57:12 PM,04/20/2011 01:57:26 PM,3731,116,Y,Paradise Catering,6010459.447,2111786.868,37.77915401,-122.4073888,"(37.7791540073047, -122.407388775094)"
3,Wednesday,9AM,10AM,18MFF-0052,45 DORE ST,1183696,,9:00,10:00,4929000,04/20/2011 03:48:50 PM,04/20/2011 03:49:15 PM,3518,33,Y,Paradise Catering,6008793.407,2109943.189,37.77399831,-122.4130219,"(37.7739983115489, -122.41302191165)"
3,Wednesday,9AM,10AM,18MFF-0053,355 11TH ST,1183752,,9:00,10:00,515000,05/09/2011 12:30:50 PM,05/09/2011 12:31:02 PM,3520,27,Y,Mini Mobile Food Catering,6008741.517,2108934.704,37.77122634,-122.4131301,"(37.7712263375524, -122.413130084838)"
4,Thursday,10AM,11AM,18MFF-0052,340 10TH ST,1183694,,10:00,11:00,488000,04/20/2011 03:23:34 PM,04/20/2011 03:23:54 PM,3520,4,Y,Paradise Catering,6009040.644,2109272.983,37.77217196,-122.4121193,"(37.7721719589422, -122.412119300338)"
2,Tuesday,10AM,11AM,18MFF-0053,350 08TH ST,1183759,,10:00,11:00,414000,05/09/2011 01:07:14 PM,05/09/2011 01:07:28 PM,3756,3,Y,Mini Mobile Food Catering,6009929.217,2109972.659,37.77414292,-122.409095,"(37.7741429232436, -122.409095016264)"
4,Thursday,9AM,10AM,18MFF-0052,370 07TH ST,1183699,,9:00,10:00,373000,04/21/2011 11:11:20 AM,04/21/2011 11:11:42 AM,3755,207,Y,Paradise Catering,6010637.193,2110542.506,37.77574723,-122.4066862,"(37.7757472276845, -122.406686157347)"
2,Tuesday,8AM,9AM,18MFF-0052,1455 03RD ST,1183674,,8:00,9:00,185104,04/20/2011 01:51:16 PM,04/20/2011 01:51:33 PM,8720,12,Y,Paradise Catering,6015621.187,2108400.945,37.77014457,-122.3892955,"(37.7701445652798, -122.389295542525)"
2,Tuesday,11AM,12PM,18MFF-0053,355 FREMONT ST,1183754,,11:00,12:00,6710000,05/09/2011 12:45:02 PM,05/09/2011 12:45:24 PM,3747,320,Y,Mini Mobile Food Catering,6014763.571,2114688.288,37.78736061,-122.392702,"(37.7873606094505, -122.392701953926)"
5,Friday,5AM,6AM,18MFF-0052,634 CLAY ST,1183673,,5:00,6:00,4086000,04/19/2011 02:37:51 PM,04/19/2011 02:38:04 PM,208,8,Y,Paradise Catering,6011628.32,2117404.676,37.79464454,-122.4037405,"(37.7946445353939, -122.403740536533)"
